source_id,source_title,source_type,institution,year,url,notes
secession-recognition-contested-statehood-primary-001,Montevideo Convention on the Rights and Duties of States,treaty,United Nations Treaty Collection,1933,https://treaties.un.org/pages/showdetails.aspx?objid=0800000280166aef,Statehood criteria and recognition
secession-recognition-contested-statehood-primary-002,Montevideo Convention on the Rights and Duties of States,treaty,Avalon Project Yale Law School,1933,https://avalon.law.yale.edu/20th_century/intam03.asp,Accessible text of Article 1 and Article 3
secession-recognition-contested-statehood-primary-003,Charter of the United Nations,treaty,United Nations,1945,https://www.un.org/en/about-us/un-charter/full-text,Sovereign equality and territorial integrity
secession-recognition-contested-statehood-primary-004,Friendly Relations Declaration,resolution,United Nations General Assembly,1970,https://docs.un.org/en/a/res/2625%28xxv%29,Self-determination and territorial integrity
secession-recognition-contested-statehood-primary-005,Accordance with international law of the unilateral declaration of independence in respect of Kosovo,case,International Court of Justice,2010,https://www.icj-cij.org/case/141,Kosovo advisory opinion
secession-recognition-contested-statehood-primary-006,Advisory Opinion on Kosovo,case,International Court of Justice,2010,https://www.icj-cij.org/node/101885,Press release summary
secession-recognition-contested-statehood-primary-007,Security Council Resolution 1244,resolution,United Nations Security Council,1999,https://docs.un.org/en/S/RES/1244%281999%29,Kosovo international administration and status process
secession-recognition-contested-statehood-primary-008,Non-Member States,other,United Nations,2026,https://www.un.org/en/about-us/non-member-states,Palestine and Holy See observer status
secession-recognition-contested-statehood-primary-009,General Assembly Resolution 67/19,resolution,United Nations General Assembly,2012,https://docs.un.org/en/A/RES/67/19,Palestine non-member observer State status
secession-recognition-contested-statehood-primary-010,Security Council Resolution 541,resolution,United Nations Security Council,1983,https://docs.un.org/en/S/RES/541%281983%29,Northern Cyprus declaration legally invalid
secession-recognition-contested-statehood-primary-011,Security Council Resolution 550,resolution,United Nations Security Council,1984,https://docs.un.org/en/S/RES/550%281984%29,Northern Cyprus non-recognition and secessionist actions
secession-recognition-contested-statehood-primary-012,South Sudan Member State Page,other,United Nations,2011,https://www.un.org/en/about-us/member-states/south-sudan,South Sudan secession and UN membership
secession-recognition-contested-statehood-primary-013,General Assembly Resolution 2758,resolution,United Nations General Assembly,1971,https://digitallibrary.un.org/record/192054?ln=en,Representation of China at the United Nations
secession-recognition-contested-statehood-primary-014,East Timor,case,International Court of Justice,1995,https://www.icj-cij.org/case/84,Self-determination erga omnes context
secession-recognition-contested-statehood-primary-015,Chagos Advisory Opinion,case,International Court of Justice,2019,https://www.icj-cij.org/case/169,Unfinished decolonization context
