url,domain,source_file,status
https://sustainablecatalyst.com/wp-content/uploads/2026/06/universal-jurisdiction-accountability-atrocity-crimes.png,sustainablecatalyst.com,docs/wordpress_article_html.html,found
https://github.com/Content-Catalyst-LLC/international-law-research,github.com,docs/wordpress_article_html.html,found
https://www.un.org/en/genocide-prevention/genocide-convention,www.un.org,docs/wordpress_article_html.html,found
https://www.icc-cpi.int/sites/default/files/2024-05/Rome-Statute-eng.pdf,www.icc-cpi.int,docs/wordpress_article_html.html,found
https://www.icc-cpi.int/sites/default/files/Publications/Elements-of-Crimes.pdf,www.icc-cpi.int,docs/wordpress_article_html.html,found
https://www.icc-cpi.int/sites/default/files/Publications/Rules-of-Procedure-and-Evidence.pdf,www.icc-cpi.int,docs/wordpress_article_html.html,found
https://ihl-databases.icrc.org/en/ihl-treaties/gci-1949,ihl-databases.icrc.org,docs/wordpress_article_html.html,found
https://ihl-databases.icrc.org/en/ihl-treaties/gcii-1949,ihl-databases.icrc.org,docs/wordpress_article_html.html,found
https://ihl-databases.icrc.org/en/ihl-treaties/gciii-1949,ihl-databases.icrc.org,docs/wordpress_article_html.html,found
https://ihl-databases.icrc.org/en/ihl-treaties/gciv-1949,ihl-databases.icrc.org,docs/wordpress_article_html.html,found
https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-against-torture-and-other-cruel-inhuman-or-degrading,www.ohchr.org,docs/wordpress_article_html.html,found
https://www.icj-cij.org/case/121,www.icj-cij.org,docs/wordpress_article_html.html,found
https://www.icj-cij.org/case/144,www.icj-cij.org,docs/wordpress_article_html.html,found
https://legal.un.org/ilc/texts/instruments/english/draft_articles/7_4_1996.pdf,legal.un.org,docs/wordpress_article_html.html,found
https://legal.un.org/ilc/reports/2018/english/annex_A.pdf,legal.un.org,docs/wordpress_article_html.html,found
https://www.un.org/en/ga/sixth/71/universal_jurisdiction.shtml,www.un.org,docs/wordpress_article_html.html,found
https://docs.un.org/en/A/79/269,docs.un.org,docs/wordpress_article_html.html,found
https://www.icj.org/wp-content/uploads/2001/01/Princeton-Principles-Universal-Jurisdiction-report-2001-eng.pdf,www.icj.org,docs/wordpress_article_html.html,found
https://global.oup.com/academic/product/international-criminal-law-9780199203109,global.oup.com,docs/wordpress_article_html.html,found
https://www.cambridge.org/core/books/an-introduction-to-international-criminal-law-and-procedure/E4F21C5E720E5FD3E9B4E7B89160B0CE,www.cambridge.org,docs/wordpress_article_html.html,found
https://opil.ouplaw.com/,opil.ouplaw.com,docs/wordpress_article_html.html,found
https://search.worldcat.org/title/36767721,search.worldcat.org,docs/wordpress_article_html.html,found
https://academic.oup.com/jicj/article-abstract/2/3/735/2188922,academic.oup.com,docs/wordpress_article_html.html,found
https://global.oup.com/academic/product/universal-jurisdiction-9780199251629,global.oup.com,docs/wordpress_article_html.html,found
https://www.upenn.edu/pennpress/book/14120.html,www.upenn.edu,docs/wordpress_article_html.html,found
https://global.oup.com/academic/product/jurisdiction-in-international-law-9780199688517,global.oup.com,docs/wordpress_article_html.html,found
https://www.cambridge.org/core/books/an-introduction-to-the-international-criminal-court/49ECD7C86898655A241F37ED10A7090A,www.cambridge.org,docs/wordpress_article_html.html,found
https://wwnorton.com/books/The-Justice-Cascade/,wwnorton.com,docs/wordpress_article_html.html,found
https://www.cambridge.org/core/books/critical-introduction-to-international-criminal-law/9E70FB0A2551F65C4EB016D364D7EC5F,www.cambridge.org,docs/wordpress_article_html.html,found
https://global.oup.com/academic/product/principles-of-international-criminal-law-9780198826859,global.oup.com,docs/wordpress_article_html.html,found
https://www.amnesty.org/en/documents/ior53/004/2012/en/,www.amnesty.org,docs/wordpress_article_html.html,found
https://www.hrw.org/topic/international-justice/universal-jurisdiction,www.hrw.org,docs/wordpress_article_html.html,found
https://trialinternational.org/universal-jurisdiction-tools/universal-jurisdiction-annual-review-ujar/,trialinternational.org,docs/wordpress_article_html.html,found
https://www.eurojust.europa.eu/guidance-and-training-core-international-crimes,www.eurojust.europa.eu,docs/wordpress_article_html.html,found
https://iiim.un.org/iiim-syria-welcomes-german-courts-crimes-against-humanity-verdict/,iiim.un.org,docs/wordpress_article_html.html,found
https://iimm.un.org/en/universal-jurisdiction,iimm.un.org,docs/wordpress_article_html.html,found
https://www.amnesty.org/en/latest/news/2022/01/germany-syria-conviction-of-syrian-official-for-crimes-against-humanity-a-historic-win-for-justice/,www.amnesty.org,docs/wordpress_article_html.html,found
https://law.yale.edu/sites/default/files/brody_bringing_a_dictator_to_justice.pdf,law.yale.edu,docs/wordpress_article_html.html,found
https://ccrjustice.org/home/get-involved/tools-resources/fact-sheets-and-faqs/factsheet-universal-jurisdiction,ccrjustice.org,docs/wordpress_article_html.html,found
https://www.ecchr.eu/en/case/first-criminal-trial-worldwide-on-torture-in-syria-before-a-german-court/,www.ecchr.eu,docs/wordpress_article_html.html,found
https://www.eurojust.europa.eu/core-international-crimes-evidence-database,www.eurojust.europa.eu,docs/wordpress_article_html.html,found
https://www.eurojust.europa.eu/judicial-cooperation/practitioner-networks/genocide-prosecution-network,www.eurojust.europa.eu,docs/wordpress_article_html.html,found
https://www.hrw.org/news/2016/05/03/qa-case-hissene-habre-extraordinary-african-chambers-senegal,www.hrw.org,docs/wordpress_article_html.html,found
