file,url,domain,scheme
docs/wordpress_article_html.html,https://sustainablecatalyst.com/wp-content/uploads/2026/06/humanitarian-intervention-responsibility-to-protect-limits-sovereignty-international-law.png,sustainablecatalyst.com,https
docs/wordpress_article_html.html,https://github.com/Content-Catalyst-LLC/international-law-research/tree/main/articles/international-law/humanitarian-intervention-responsibility-to-protect-limits-sovereignty,github.com,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/full-text,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/full-text,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/chapter-7,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/chapter-7,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/genocide-prevention/responsibility-protect/about,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/genocide-prevention/responsibility-protect/about,www.un.org,https
docs/wordpress_article_html.html,https://docs.un.org/en/A/RES/60/1,docs.un.org,https
docs/wordpress_article_html.html,https://docs.un.org/en/A/RES/60/1,docs.un.org,https
docs/wordpress_article_html.html,https://main.un.org/securitycouncil/en/s/res/1973-%282011%29,main.un.org,https
docs/wordpress_article_html.html,https://main.un.org/securitycouncil/en/s/res/1973-%282011%29,main.un.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/70,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/70,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/95,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/95,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/116,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/116,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/91,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/91,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/141,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/141,www.icj-cij.org,https
docs/wordpress_article_html.html,https://legal.un.org/avl/ha/unch/unch.html,legal.un.org,https
docs/wordpress_article_html.html,https://legal.un.org/avl/ha/unch/unch.html,legal.un.org,https
docs/wordpress_article_html.html,https://www.wiley.com/en-us/Responsibility+to+Protect%3A+The+Global+Effort+to+End+Mass+Atrocities-p-9780745643498,www.wiley.com,https
docs/wordpress_article_html.html,https://www.wiley.com/en-us/Responsibility+to+Protect%3A+The+Global+Effort+to+End+Mass+Atrocities-p-9780745643498,www.wiley.com,https
docs/wordpress_article_html.html,https://global.oup.com/academic/product/just-war-or-just-peace-9780199257997,global.oup.com,https
docs/wordpress_article_html.html,https://global.oup.com/academic/product/just-war-or-just-peace-9780199257997,global.oup.com,https
docs/wordpress_article_html.html,https://www.brookings.edu/books/the-responsibility-to-protect/,www.brookings.edu,https
docs/wordpress_article_html.html,https://www.brookings.edu/books/the-responsibility-to-protect/,www.brookings.edu,https
docs/wordpress_article_html.html,https://global.oup.com/academic/product/international-law-and-the-use-of-force-9780198808426,global.oup.com,https
docs/wordpress_article_html.html,https://global.oup.com/academic/product/international-law-and-the-use-of-force-9780198808426,global.oup.com,https
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/international-authority-and-the-responsibility-to-protect/27F3FE263BAF2E12E5C344FF155FDD51,www.cambridge.org,https
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/international-authority-and-the-responsibility-to-protect/27F3FE263BAF2E12E5C344FF155FDD51,www.cambridge.org,https
docs/wordpress_article_html.html,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,www.cambridge.org,https
docs/wordpress_article_html.html,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,www.cambridge.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/70,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/70,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/116,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/116,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/141,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.icj-cij.org/case/141,www.icj-cij.org,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/full-text,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/about-us/un-charter/full-text,www.un.org,https
docs/wordpress_article_html.html,https://docs.un.org/en/A/RES/60/1,docs.un.org,https
docs/wordpress_article_html.html,https://docs.un.org/en/A/RES/60/1,docs.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/genocide-prevention/responsibility-protect/about,www.un.org,https
docs/wordpress_article_html.html,https://www.un.org/en/genocide-prevention/responsibility-protect/about,www.un.org,https
docs/wordpress_article_html.html,https://main.un.org/securitycouncil/en/s/res/1973-%282011%29,main.un.org,https
docs/wordpress_article_html.html,https://main.un.org/securitycouncil/en/s/res/1973-%282011%29,main.un.org,https
data/primary_sources.csv,https://www.un.org/en/about-us/un-charter/full-text,www.un.org,https
data/primary_sources.csv,"https://www.un.org/en/about-us/un-charter/full-text,Prohibits",www.un.org,https
data/primary_sources.csv,https://www.un.org/en/about-us/un-charter/chapter-7,www.un.org,https
data/primary_sources.csv,"https://docs.un.org/en/A/RES/60/1,Canonical",docs.un.org,https
data/primary_sources.csv,"https://docs.un.org/en/S/RES/1674(2006),Reaffirms",docs.un.org,https
data/primary_sources.csv,"https://docs.un.org/en/S/RES/1973(2011),Authorizes",docs.un.org,https
data/primary_sources.csv,"https://docs.un.org/en/A/RES/3314(XXIX),Defines",docs.un.org,https
data/primary_sources.csv,https://www.icj-cij.org/case/70,www.icj-cij.org,https
data/primary_sources.csv,https://www.icj-cij.org/case/90,www.icj-cij.org,https
data/primary_sources.csv,https://www.icj-cij.org/case/116,www.icj-cij.org,https
data/primary_sources.csv,"https://www.un.org/en/genocideprevention/about-responsibility-to-protect.shtml,Official",www.un.org,https
data/primary_sources.csv,"https://docs.un.org/en/A/63/677,Secretary-General",docs.un.org,https
data/secondary_sources.csv,"https://www.brookings.edu/books/the-responsibility-to-protect/,Major",www.brookings.edu,https
data/secondary_sources.csv,"https://www.politybooks.com/bookdetail?book_slug=responsibility-to-protect-the-global-effort-to-end-mass-atrocities--9780745643472,Accessible",www.politybooks.com,https
data/secondary_sources.csv,https://www.cambridge.org/core/books/international-authority-and-the-responsibility-to-protect/27F3FE263BAF2E12E5C344FF155FDD51,www.cambridge.org,https
data/secondary_sources.csv,"https://global.oup.com/academic/product/international-law-and-the-use-of-force-9780198808426,Leading",global.oup.com,https
data/secondary_sources.csv,"https://global.oup.com/academic/product/humanitarian-intervention-and-international-relations-9780199267217,Key",global.oup.com,https
data/secondary_sources.csv,"https://global.oup.com/academic/product/just-war-or-just-peace-9780199257997,Important",global.oup.com,https
data/secondary_sources.csv,"https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General",www.cambridge.org,https
data/secondary_sources.csv,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,www.cambridge.org,https
metadata.json,https://github.com/Content-Catalyst-LLC/international-law-research,github.com,https
