article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",1,primary,case,The Case of the S.S. Lotus,Permanent Court of International Justice,1927,,https://www.icj-cij.org/pcij-series-a,PCIJ Series A case collection
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",10,primary,other,UNCLOS Table of Contents,United Nations,n.d.,,https://www.un.org/Depts/los/convention_agreements/texts/unclos/UNCLOS-TOC.htm,UNCLOS table of contents
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",11,primary,other,Extra-territorial jurisdiction of States over children and their protection against terrorism and violent extremism,OHCHR,2020,,https://www.ohchr.org/Documents/Issues/Terrorism/UNSRsPublicJurisdictionAnalysis2020.pdf,OHCHR analysis on extraterritorial human-rights jurisdiction
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",12,primary,other,What is Universal Jurisdiction,OHCHR Seoul,2022,,https://seoul.ohchr.org/sites/default/files/2022-10/09_What%20is%20Universal%20Jurisdiction_formatting_FIN_ENG.pdf,OHCHR explainer on universal jurisdiction
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",13,primary,other,International Law Commission Analytical Guide Jurisdictional Immunities,International Law Commission,n.d.,,https://legal.un.org/ilc/guide/4_1.shtml,State immunity background
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",14,primary,case,Military and Paramilitary Activities in and against Nicaragua,International Court of Justice,1986,,https://www.icj-cij.org/case/70,Non-intervention and coercion case relevant to enforcement and sovereignty
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",2,primary,case,The Case of the S.S. Lotus Series A No 10,Permanent Court of International Justice,1927,,https://www.icj-cij.org/node/105989,Lotus judgment file
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",3,primary,case,Arrest Warrant of 11 April 2000,International Court of Justice,2002,,https://www.icj-cij.org/case/121,ICJ case page on foreign criminal jurisdiction and immunity
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",4,primary,case,Arrest Warrant of 11 April 2000 Judgments,International Court of Justice,2002,,https://www.icj-cij.org/case/121/judgments,Judgment page
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",5,primary,case,Summary of the Judgment of 14 February 2002,International Court of Justice,2002,,https://www.icj-cij.org/node/103960,Official ICJ summary
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",6,primary,treaty,Charter of the United Nations full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,UN Charter provisions relevant to sovereignty and force
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",7,primary,treaty,Declaration on Principles of International Law concerning Friendly Relations and Co-operation among States in accordance with the Charter of the United Nations,United Nations General Assembly,1970,,https://docs.un.org/en/a/res/2625%28xxv%29,Official Friendly Relations Declaration
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",8,primary,treaty,United Nations Convention on the Law of the Sea,United Nations,1982,,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf,UNCLOS full text
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",9,primary,treaty,Overview Convention and Related Agreements,United Nations Division for Ocean Affairs and the Law of the Sea,n.d.,,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,UN overview of UNCLOS
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",1,secondary,secondary_source,Brownlie's Principles of Public International Law,Crawford James,2019,Oxford University Press,https://global.oup.com/academic/product/brownlies-principles-of-public-international-law-9780198737445,General international law reference
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",2,secondary,secondary_source,International Law,Lowe Vaughan,2006,Oxford University Press,https://global.oup.com/academic/product/international-law-9780199239337,General international law textbook
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",3,secondary,secondary_source,Jurisdiction in International Law,Ryngaert Cedric,2015,Oxford University Press,https://global.oup.com/academic/product/jurisdiction-in-international-law-9780199688517,Specialist text on jurisdiction
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",4,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",5,secondary,secondary_source,Rethinking Jurisdiction in International Law,Mills Alex,2014,British Yearbook of International Law,https://academic.oup.com/bybil/article/84/1/187/260567,Major scholarly article on jurisdiction
jurisdiction-in-international-law,"Jurisdiction in International Law: Territoriality, Nationality, Universality, and Extraterritorial Reach",6,secondary,secondary_source,United Nations Audiovisual Library of International Law,United Nations,n.d.,United Nations,https://legal.un.org/avl/,Primary and expert international law resources
