article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",1,primary,treaty,Charter of the United Nations full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,Article 2(4) and territorial integrity
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",10,primary,case,Territorial and Maritime Dispute Nicaragua v Colombia,International Court of Justice,2012,,https://www.icj-cij.org/case/124,Island sovereignty and maritime boundary
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",11,primary,case,Territorial and Maritime Dispute Judgment,International Court of Justice,2012,,https://www.icj-cij.org/node/102086,Judgment materials
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",12,primary,treaty,Dispute regarding Navigational and Related Rights Costa Rica v Nicaragua,International Court of Justice,2009,,https://www.icj-cij.org/case/133,River navigation and boundary treaty interpretation
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",13,primary,case,Dispute regarding Navigational and Related Rights Judgment,International Court of Justice,2009,,https://www.icj-cij.org/node/101970,Judgment materials
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",14,primary,treaty,United Nations Convention on the Law of the Sea,United Nations,1982,,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf,Maritime zones and delimitation
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",15,primary,other,UNCLOS overview,United Nations Division for Ocean Affairs and the Law of the Sea,n.d.,,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,Official UNCLOS overview
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",2,primary,case,Island of Palmas case Netherlands USA,United Nations Reports of International Arbitral Awards,1928,,https://legal.un.org/riaa/cases/vol_ii/829-871.pdf,Classic award on territorial sovereignty and effective control
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",3,primary,case,Island of Palmas PCA case page,Permanent Court of Arbitration,1928,,https://pca-cpa.org/en/cases/94/,PCA case page
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",4,primary,case,Frontier Dispute Burkina Faso Mali,International Court of Justice,1986,,https://www.icj-cij.org/case/69,Uti possidetis and colonial boundaries
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",5,primary,case,Frontier Dispute Judgment,International Court of Justice,1986,,https://www.icj-cij.org/node/100989,Judgment materials
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",6,primary,case,Temple of Preah Vihear Cambodia v Thailand,International Court of Justice,1962,,https://www.icj-cij.org/case/45,Maps acquiescence and territorial sovereignty
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",7,primary,case,Temple of Preah Vihear Judgment,International Court of Justice,1962,,https://www.icj-cij.org/node/103120,Judgment materials
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",8,primary,case,Land and Maritime Boundary between Cameroon and Nigeria,International Court of Justice,2002,,https://www.icj-cij.org/case/94,Bakassi Peninsula and land/maritime boundary
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",9,primary,case,Land and Maritime Boundary Judgment,International Court of Justice,2002,,https://www.icj-cij.org/node/101534,Judgment materials
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",1,secondary,secondary_source,Brownlie's Principles of Public International Law,Crawford James,2019,Oxford University Press,https://global.oup.com/academic/product/brownlies-principles-of-public-international-law-9780198737445,General international law reference
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",2,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General public international law textbook
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",3,secondary,secondary_source,The Acquisition of Territory in International Law,Jennings Robert Y,1963,Manchester University Press,https://manchesteruniversitypress.co.uk/9780719003295/,Classic monograph on acquisition of territory
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",4,secondary,secondary_source,Title to Territory in Africa: International Legal Issues,Shaw Malcolm N,1986,Oxford University Press,https://global.oup.com/academic/product/title-to-territory-in-africa-9780198253716,Boundary and title in Africa
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",5,secondary,secondary_source,International Frontiers and Boundaries: Law Politics and Geography,Prescott Victor and Triggs Gillian,2008,Martinus Nijhoff,https://brill.com/display/title/15155,Boundary law and geography reference
territory-borders-boundary-disputes,"Territory, Borders, and Boundary Disputes in International Law",6,secondary,secondary_source,United Nations Audiovisual Library of International Law,United Nations Audiovisual Library of International Law,n.d.,United Nations,https://legal.un.org/avl/,Primary and expert international law resources
