article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
united-nations-collective-security,United Nations Collective Security,1,primary,treaty,Charter of the United Nations full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,Full UN Charter text
united-nations-collective-security,United Nations Collective Security,10,primary,resolution,About the Repertoire,Repertoire of the Practice of the Security Council,n.d.,,https://main.un.org/securitycouncil/en/content/repertoire/about-repertoire,Security Council practice resource
united-nations-collective-security,United Nations Collective Security,11,primary,resolution,Voting System,United Nations Security Council,n.d.,,https://main.un.org/securitycouncil/en/content/voting-system,Official page on voting and veto practice
united-nations-collective-security,United Nations Collective Security,12,primary,other,Mandates and the legal basis for peacekeeping,United Nations Peacekeeping,2026,,https://peacekeeping.un.org/en/mandates-and-legal-basis-peacekeeping,Peacekeeping mandates and legal basis
united-nations-collective-security,United Nations Collective Security,13,primary,other,Principles of peacekeeping,United Nations Peacekeeping,2026,,https://peacekeeping.un.org/en/principles-of-peacekeeping,Consent impartiality non-use of force principles
united-nations-collective-security,United Nations Collective Security,14,primary,case,Military and Paramilitary Activities in and against Nicaragua,International Court of Justice,1986,,https://www.icj-cij.org/case/70,Nicaragua case on force and self-defense
united-nations-collective-security,United Nations Collective Security,15,primary,case,Judgment of 27 June 1986,International Court of Justice,1986,,https://www.icj-cij.org/node/103143,ICJ merits judgment
united-nations-collective-security,United Nations Collective Security,16,primary,treaty,Application of the Genocide Convention in the Gaza Strip South Africa v Israel,International Court of Justice,2023,,https://www.icj-cij.org/case/192,South Africa v Israel case page
united-nations-collective-security,United Nations Collective Security,17,primary,case,Order of 26 January 2024,International Court of Justice,2024,,https://www.icj-cij.org/node/203447,Provisional measures order in South Africa v Israel
united-nations-collective-security,United Nations Collective Security,18,primary,case,Legal Consequences arising from Policies and Practices of Israel in the Occupied Palestinian Territory including East Jerusalem,International Court of Justice,2024,,https://www.icj-cij.org/case/186,Palestine advisory opinion
united-nations-collective-security,United Nations Collective Security,19,primary,case,Resolution ES-10/24,United Nations General Assembly,2024,,https://docs.un.org/en/A/RES/ES-10/24,General Assembly resolution following ICJ Palestine advisory opinion
united-nations-collective-security,United Nations Collective Security,2,primary,resolution,Chapter V The Security Council,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-5,Security Council composition voting functions and powers
united-nations-collective-security,United Nations Collective Security,20,primary,resolution,General Assembly 10th Emergency Special Session Resolution ES-10/24,United Nations,2024,,https://www.un.org/unispal/document/ga-10th-ess-resolution-18sep24/,UNISPAL page for ES-10/24
united-nations-collective-security,United Nations Collective Security,21,primary,resolution,Uniting for Peace,United Nations Audiovisual Library of International Law,1950,,https://legal.un.org/avl/ha/ufp/ufp.html,UN Audiovisual Library entry on Resolution 377 A(V)
united-nations-collective-security,United Nations Collective Security,22,primary,resolution,Uniting for Peace General Assembly Resolution,United Nations,1950,,https://www.un.org/unispal/document/uniting-for-peace-ga-resolution-03nov1950/,UN page for Uniting for Peace resolution
united-nations-collective-security,United Nations Collective Security,23,primary,treaty,Charter of the United Nations Audiovisual Library,United Nations Audiovisual Library of International Law,n.d.,,https://legal.un.org/avl/ha/unch/unch.html,UN AVL entry for the Charter
united-nations-collective-security,United Nations Collective Security,3,primary,other,Chapter VI Pacific Settlement of Disputes,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-6,Peaceful settlement framework
united-nations-collective-security,United Nations Collective Security,4,primary,other,Chapter VII Action with Respect to Threats to the Peace Breaches of the Peace and Acts of Aggression,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-7,Enforcement framework including Articles 39 41 42 and 51
united-nations-collective-security,United Nations Collective Security,5,primary,other,Article 24 Repertory,United Nations Repertory of Practice,2016,,https://legal.un.org/repertory/art24.shtml,Official Article 24 text and practice
united-nations-collective-security,United Nations Collective Security,6,primary,other,Article 27 Repertory,United Nations Repertory of Practice,n.d.,,https://legal.un.org/repertory/art27.shtml,Official Article 27 voting text and practice
united-nations-collective-security,United Nations Collective Security,7,primary,other,Article 39 Repertory,United Nations Repertory of Practice,n.d.,,https://legal.un.org/repertory/art39.shtml,Official Article 39 text and practice
united-nations-collective-security,United Nations Collective Security,8,primary,other,Article 41 Repertory,United Nations Repertory of Practice,n.d.,,https://legal.un.org/repertory/art41.shtml,Official Article 41 text and practice
united-nations-collective-security,United Nations Collective Security,9,primary,resolution,Functions and Powers,United Nations Security Council,n.d.,,https://main.un.org/securitycouncil/en/content/functions-and-powers,Security Council official overview
united-nations-collective-security,United Nations Collective Security,1,secondary,secondary_source,The Oxford Handbook of United Nations Treaties,Akande Dapo and Tzanakopoulos Antonios eds,2018,Oxford University Press,https://global.oup.com/academic/product/the-oxford-handbook-of-united-nations-treaties-9780198808310,UN treaty reference
united-nations-collective-security,United Nations Collective Security,2,secondary,secondary_source,International Law and the Use of Force,Gray Christine,2018,Oxford University Press,https://global.oup.com/academic/product/international-law-and-the-use-of-force-9780198808426,Use-of-force reference
united-nations-collective-security,United Nations Collective Security,3,secondary,secondary_source,How to Do Things with International Law,Hurd Ian,2017,Princeton University Press,https://press.princeton.edu/books/hardcover/9780691170114/how-to-do-things-with-international-law,Critical analysis of international law and power
united-nations-collective-security,United Nations Collective Security,4,secondary,secondary_source,International Authority and the Responsibility to Protect,Orford Anne,2011,Cambridge University Press,https://www.cambridge.org/core/books/international-authority-and-the-responsibility-to-protect/27F3FE263BAF2E12E5C344FF155FDD51,International authority and R2P critique
