article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",1,primary,treaty,Convention on Rights and Duties of States,Organization of American States,1933,,https://www.oas.org/juridico/english/sigs/a-40.html,Montevideo Convention official OAS page
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",10,primary,resolution,Resolution 67/19 Status of Palestine in the United Nations,United Nations General Assembly,2012,,https://docs.un.org/en/a/res/67/19,Resolution according Palestine non-member observer State status
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",11,primary,other,Non-Member Observer State Resources,United Nations,2026,,https://research.un.org/en/unmembers/observers,Current UN guide listing non-member observer States
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",12,primary,other,Non-Member States,United Nations,n.d.,,https://www.un.org/en/about-us/non-member-states,UN page explaining Palestine non-member observer State status
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",13,primary,resolution,Admission of new Members A/RES/ES-10/23,United Nations General Assembly,2024,,https://www.un.org/unispal/document/admission-of-new-members-10may24/,General Assembly resolution on Palestine admission and enhanced participation
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",14,primary,resolution,Draft Resolution S/2024/312,United Nations Security Council,2024,,https://www.un.org/unispal/document/recommendation-to-the-general-assembly-that-the-state-of-palestine-be-admitted-to-membership-in-the-united-nations-draft-resolution-s-2024-312/,Draft Security Council resolution recommending Palestine admission
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",2,primary,treaty,Montevideo Convention UN Treaty Collection,United Nations Treaty Collection,1933,,https://treaties.un.org/pages/showdetails.aspx?objid=0800000280166aef,UN registration information for Montevideo Convention
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",3,primary,treaty,Charter of the United Nations full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,UN Charter provisions on sovereign equality and membership
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",4,primary,treaty,UN Charter Chapter I Articles 1-2,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-1,UN Charter Article 2 sovereign equality
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",5,primary,treaty,UN Charter Chapter II Membership,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-2,UN Charter Article 4 membership rules
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",6,primary,other,Repertory of Practice Article 2,United Nations,2023,,https://legal.un.org/repertory/art2.shtml,Official practice materials on sovereign equality and principles
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",7,primary,other,Repertory of Practice Article 4,United Nations,2023,,https://legal.un.org/repertory/art4.shtml,Official practice materials on UN membership
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",8,primary,case,Reparation for Injuries Suffered in the Service of the United Nations,International Court of Justice,1949,,https://www.icj-cij.org/case/4,Foundational advisory opinion on UN legal personality
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",9,primary,case,Accordance with International Law of the Unilateral Declaration of Independence in Respect of Kosovo,International Court of Justice,2010,,https://www.icj-cij.org/case/141,Kosovo advisory opinion on declaration of independence
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",1,secondary,secondary_source,The Creation of States in International Law,Crawford James,2006,Oxford University Press,https://global.oup.com/academic/product/the-creation-of-states-in-international-law-9780199228423,Specialist monograph on state creation and statehood
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",2,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",3,secondary,secondary_source,Democratic Statehood in International Law,Vidmar Jure,2013,Hart Publishing,https://www.bloomsbury.com/us/democratic-statehood-in-international-law-9781849464693/,Specialist study of democratic statehood and post-Cold War practice
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",4,secondary,secondary_source,Recognition,Talmon Stefan,n.d.,United Nations Audiovisual Library of International Law,https://legal.un.org/avl/faculty/Talmon.html,UN AVL resource on recognition
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",5,secondary,secondary_source,States,United Nations,n.d.,United Nations Audiovisual Library of International Law,https://legal.un.org/avl/ls/states.html,UN AVL statehood and states subject guide
statehood-recognition-legal-personality,"Statehood, Recognition, and Legal Personality in International Law",6,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Postcolonial critique of sovereignty and recognition
