article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
law-of-the-sea-unclos,Law of the Sea (UNCLOS),1,primary,treaty,United Nations Convention on the Law of the Sea,United Nations,1982,,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf,Official UNCLOS text
law-of-the-sea-unclos,Law of the Sea (UNCLOS),10,primary,other,Commission on the Limits of the Continental Shelf Purpose,United Nations,n.d.,,https://www.un.org/depts/los/clcs_new/commission_purpose.htm,CLCS purpose and recommendations
law-of-the-sea-unclos,Law of the Sea (UNCLOS),11,primary,case,South China Sea Arbitration,Permanent Court of Arbitration,2016,,https://pca-cpa.org/en/cases/7/,PCA case page
law-of-the-sea-unclos,Law of the Sea (UNCLOS),12,primary,case,South China Sea Arbitration Award,United Nations,2016,,https://legal.un.org/riaa/cases/vol_XXXIII/153-617.pdf,Official award text in RIAA
law-of-the-sea-unclos,Law of the Sea (UNCLOS),13,primary,case,North Sea Continental Shelf,International Court of Justice,1969,,https://www.icj-cij.org/case/52,ICJ case overview
law-of-the-sea-unclos,Law of the Sea (UNCLOS),14,primary,case,North Sea Continental Shelf Judgments,International Court of Justice,1969,,https://www.icj-cij.org/case/52/judgments,ICJ judgment page
law-of-the-sea-unclos,Law of the Sea (UNCLOS),15,primary,treaty,Agreement on Marine Biological Diversity of Areas beyond National Jurisdiction,United Nations,2026,,https://www.un.org/bbnjagreement/en,BBNJ Agreement official page
law-of-the-sea-unclos,Law of the Sea (UNCLOS),16,primary,treaty,BBNJ Agreement text,United Nations,2023,,https://www.un.org/bbnjagreement/sites/default/files/2024-08/Text%20of%20the%20Agreement%20in%20English.pdf,BBNJ official English text
law-of-the-sea-unclos,Law of the Sea (UNCLOS),17,primary,treaty,Agreement on Marine Biological Diversity of Areas beyond National Jurisdiction,UNEP,2025,,https://www.unep.org/resources/agreement-marine-biological-diversity-areas-beyond-national-jurisdiction-bbnj-agreement,UNEP summary and agreement resource
law-of-the-sea-unclos,Law of the Sea (UNCLOS),18,primary,treaty,International Convention for the Prevention of Pollution from Ships,International Maritime Organization,n.d.,,https://www.imo.org/en/about/Conventions/Pages/International-Convention-for-the-Prevention-of-Pollution-from-Ships-%28MARPOL%29.aspx,MARPOL pollution framework
law-of-the-sea-unclos,Law of the Sea (UNCLOS),2,primary,treaty,United Nations Convention on the Law of the Sea Treaty Collection,United Nations Treaty Collection,1982,,https://treaties.un.org/pages/ViewDetailsIII.aspx?src=TREATY&mtdsg_no=XXI-6&chapter=21&Temp=mtdsg3&clang=_en,UNCLOS treaty status
law-of-the-sea-unclos,Law of the Sea (UNCLOS),3,primary,other,Division for Ocean Affairs and the Law of the Sea,United Nations,n.d.,,https://www.un.org/depts/los/index.htm,UN DOALOS portal
law-of-the-sea-unclos,Law of the Sea (UNCLOS),4,primary,case,UNCLOS,International Tribunal for the Law of the Sea,n.d.,,https://www.itlos.org/en/main/the-tribunal/unclos/,ITLOS overview of UNCLOS
law-of-the-sea-unclos,Law of the Sea (UNCLOS),5,primary,case,The Tribunal,International Tribunal for the Law of the Sea,n.d.,,https://www.itlos.org/en/main/the-tribunal/the-tribunal/,ITLOS institutional overview
law-of-the-sea-unclos,Law of the Sea (UNCLOS),6,primary,case,Jurisdiction,International Tribunal for the Law of the Sea,n.d.,,https://www.itlos.org/en/main/jurisdiction/,ITLOS jurisdiction
law-of-the-sea-unclos,Law of the Sea (UNCLOS),7,primary,other,About ISA,International Seabed Authority,2026,,https://isa.org.jm/about-isa/,ISA role membership and common heritage
law-of-the-sea-unclos,Law of the Sea (UNCLOS),8,primary,other,Equitable sharing of benefits,International Seabed Authority,n.d.,,https://isa.org.jm/equitable-sharing-of-benefits/,Article 140 and Article 82 benefit sharing
law-of-the-sea-unclos,Law of the Sea (UNCLOS),9,primary,other,Commission on the Limits of the Continental Shelf Home,United Nations,2026,,https://www.un.org/depts/los/clcs_new/clcs_home.htm,CLCS home page
law-of-the-sea-unclos,Law of the Sea (UNCLOS),1,secondary,secondary_source,The International Law of the Sea,Rothwell Donald R and Stephens Tim,2023,Hart Publishing,https://www.bloomsbury.com/us/international-law-of-the-sea-9781509958399/,Specialist law-of-the-sea text
law-of-the-sea-unclos,Law of the Sea (UNCLOS),2,secondary,secondary_source,The International Law of the Sea,Tanaka Yoshifumi,2023,Cambridge University Press,https://www.cambridge.org/core/books/international-law-of-the-sea/0DE2FDC78EAA0C48B27E0D96FD6F6504,Specialist law-of-the-sea text
law-of-the-sea-unclos,Law of the Sea (UNCLOS),3,secondary,secondary_source,The Law of the Sea,Churchill Robin Lowe Vaughan and Sander Amy,2022,Manchester University Press,https://manchesteruniversitypress.co.uk/9781526116281/,Specialist law-of-the-sea text
law-of-the-sea-unclos,Law of the Sea (UNCLOS),4,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
law-of-the-sea-unclos,Law of the Sea (UNCLOS),5,secondary,secondary_source,The Law of the Sea: Progress and Prospects,Freestone David Barnes Richard and Ong David M eds,2006,Oxford University Press,https://global.oup.com/academic/product/the-law-of-the-sea-9780199299614,Law-of-the-sea essays
law-of-the-sea-unclos,Law of the Sea (UNCLOS),6,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Postcolonial critique relevant to ocean equity
