article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,1,primary,other,Peace Treaties of Westphalia October 14/24 1648,German History in Documents and Images,1648,,https://ghdi.ghi-dc.org/pdf/eng/87.%20PeaceWestphalia_en.pdf,English translated excerpts of Osnabruck and Munster treaties
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,10,primary,treaty,Convention on Rights and Duties of States,Organization of American States,1933,,https://www.oas.org/juridico/english/sigs/a-40.html,Montevideo Convention official OAS signatory page
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,11,primary,treaty,Montevideo Convention UN Treaty Collection,United Nations Treaty Collection,1933,,https://treaties.un.org/pages/showdetails.aspx?objid=0800000280166aef,UN Treaty Collection registration page for Montevideo Convention
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,2,primary,other,Peace Treaties of Westphalia subdocument,German History in Documents and Images,1648,,https://ghdi.ghi-dc.org/sub_document.cfm?document_id=3778,HTML page for GHDI Westphalia materials
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,3,primary,treaty,United Nations Charter full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,Core Charter provisions on sovereign equality force and domestic jurisdiction
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,4,primary,treaty,Chapter I Purposes and Principles Articles 1-2,United Nations,1945,,https://www.un.org/en/about-us/un-charter/chapter-1,UN Charter Article 2 provisions
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,5,primary,treaty,Charter of the United Nations official PDF,United Nations Treaty Collection,1945,,https://treaties.un.org/doc/publication/ctc/uncharter.pdf,Official PDF text of the UN Charter
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,6,primary,other,Chapter I Article 2(1)-(5),United Nations Repertory of Practice,2023,,https://legal.un.org/repertory/art2.shtml,Official practice materials on Article 2 sovereign equality and related principles
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,7,primary,resolution,Declaration on Principles of International Law concerning Friendly Relations and Cooperation among States,United Nations,1970,,https://docs.un.org/en/a/res/2625%28xxv%29,Official UN document page for A/RES/2625(XXV)
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,8,primary,resolution,A/RES/2625(XXV) Friendly Relations Declaration PDF,United Nations,1970,,https://treaties.un.org/doc/source/docs/A_RES_2625-Eng.pdf,Official PDF of Friendly Relations Declaration
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,9,primary,resolution,Declaration on Friendly Relations Audiovisual Library,United Nations,n.d.,,https://legal.un.org/avl/ha/dpilfrcscun/dpilfrcscun.html,UN Audiovisual Library entry for Friendly Relations Declaration
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,1,secondary,secondary_source,The Peace of Westphalia of 1648 and the Origins of Sovereignty,Croxton Derek,1999,The International History Review,https://www.tandfonline.com/doi/abs/10.1080/07075332.1999.9640869,Important historical reassessment of Westphalia and sovereignty
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,2,secondary,secondary_source,Sovereignty International Relations and the Westphalian Myth,Osiander Andreas,2001,International Organization,https://www.cambridge.org/core/journals/international-organization/article/abs/sovereignty-international-relations-and-the-westphalian-myth/7D78A7D0D4C6F6F17801E5E28BF9F050,Major critique of Westphalian myth
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,3,secondary,secondary_source,Sovereignty Organized Hypocrisy,Krasner Stephen D,1999,Princeton University Press,https://press.princeton.edu/books/paperback/9780691007113/sovereignty,Classic work on sovereignty and organized hypocrisy
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,4,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
westphalian-system-state-sovereignty,The Westphalian System and State Sovereignty,5,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Postcolonial critique of sovereignty and international law
