article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",1,primary,treaty,Vienna Convention on Diplomatic Relations,United Nations,1961,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_1_1961.pdf,Core treaty on diplomatic relations privileges and immunities
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",10,primary,case,United States Diplomatic and Consular Staff in Tehran Judgments,International Court of Justice,1980,,https://www.icj-cij.org/case/64/judgments,Judgment and orders
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",11,primary,case,Arrest Warrant of 11 April 2000,International Court of Justice,2002,,https://www.icj-cij.org/case/121,ICJ case page on incumbent foreign minister immunity
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",12,primary,case,Arrest Warrant of 11 April 2000 Judgments,International Court of Justice,2002,,https://www.icj-cij.org/case/121/judgments,Judgment page
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",13,primary,case,Jurisdictional Immunities of the State,International Court of Justice,2012,,https://www.icj-cij.org/case/143,ICJ case page on state immunity and grave wartime acts
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",14,primary,case,Jurisdictional Immunities of the State Judgments,International Court of Justice,2012,,https://www.icj-cij.org/case/143/judgments,Judgment page
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",15,primary,case,Certain Iranian Assets,International Court of Justice,2023,,https://www.icj-cij.org/case/164,ICJ case involving Iran United States and property/immunity-related issues
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",16,primary,other,Statement on attack on diplomatic premises of Iran in Damascus,United Nations Secretary-General,2024,,https://www.un.org/sg/en/content/sg/statements/2024-04-02/statement-attributable-the-spokesperson-for-the-secretary-general-the-attack-diplomatic-premises-of-the-islamic-republic-of-iran-damascus,Secretary-General condemnation of attack on diplomatic premises
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",17,primary,other,Israel and Iran must de-escalate conflict to protect human rights warn UN experts,OHCHR,2024,,https://www.ohchr.org/en/press-releases/2024/04/israel-and-iran-must-de-escalate-conflict-protect-human-rights-warn-un,OHCHR experts on Damascus strike use of force and protected persons
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",18,primary,report,Immunity of State officials from foreign criminal jurisdiction,International Law Commission,2026,,https://legal.un.org/ilc/summaries/4_2.shtml,ILC summary and ongoing work
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",19,primary,report,Immunity of State officials from foreign criminal jurisdiction Guide,International Law Commission,2026,,https://legal.un.org/ilc/guide/4_2.shtml,ILC reports and draft articles references
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",2,primary,treaty,Vienna Convention on Diplomatic Relations,United Nations Audiovisual Library of International Law,n.d.,,https://legal.un.org/avl/ha/vcdr/vcdr.html,UN AVL summary and materials
