article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
introduction-to-international-law,Introduction to International Law,1,primary,treaty,Charter of the United Nations full text,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,Foundational public international law instrument
introduction-to-international-law,Introduction to International Law,2,primary,treaty,Statute of the International Court of Justice,International Court of Justice,1945,,https://www.icj-cij.org/statute,Article 38 and sources of international law
introduction-to-international-law,Introduction to International Law,3,primary,treaty,Statute of the International Court of Justice,United Nations,1945,,https://www.un.org/en/about-us/un-charter/statute-of-the-international-court-of-justice,UN version of ICJ Statute
introduction-to-international-law,Introduction to International Law,4,primary,treaty,Vienna Convention on the Law of Treaties,United Nations International Law Commission,1969,,https://legal.un.org/ilc/texts/instruments/english/conventions/1_1_1969.pdf,Official PDF text
introduction-to-international-law,Introduction to International Law,5,primary,treaty,Vienna Convention on the Law of Treaties status,United Nations Treaty Collection,1969,,https://treaties.un.org/pages/ViewDetails.aspx?chapter=23&clang=_en&mtdsg_no=XXIII-1&src=TREATY,Treaty collection status page
introduction-to-international-law,Introduction to International Law,6,primary,other,International Law 100 Ways It Shapes Our Lives,American Society of International Law,2026,,https://asil.org/resources/100ways/,Everyday-life examples of international law
introduction-to-international-law,Introduction to International Law,1,secondary,secondary_source,Brownlie's Principles of Public International Law,Crawford James,2019,Oxford University Press,https://global.oup.com/academic/product/brownlies-principles-of-public-international-law-9780198737445,General international law reference
introduction-to-international-law,Introduction to International Law,2,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
introduction-to-international-law,Introduction to International Law,3,secondary,secondary_source,International Law,Lowe Vaughan,2006,Oxford University Press,https://global.oup.com/academic/product/international-law-9780199239337,Introductory international law reference
introduction-to-international-law,Introduction to International Law,4,secondary,secondary_source,International Law,Klabbers Jan,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/0D34569C17B34149A07148E58ED4BE21,Introductory international law text
introduction-to-international-law,Introduction to International Law,5,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Postcolonial critique relevant to sovereignty and international law
introduction-to-international-law,Introduction to International Law,6,secondary,secondary_source,United Nations Audiovisual Library of International Law,United Nations Audiovisual Library of International Law,n.d.,United Nations,https://legal.un.org/avl/,Primary and expert international law resources
