article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
international-courts-and-tribunals,International Courts and Tribunals,1,primary,case,The Court,International Court of Justice,n.d.,,https://www.icj-cij.org/court,ICJ institutional status and functions
international-courts-and-tribunals,International Courts and Tribunals,10,primary,other,Dispute settlement gateway,World Trade Organization,n.d.,,https://www.wto.org/english/tratop_e/dispu_e/dispu_e.htm,WTO dispute-settlement resources
international-courts-and-tribunals,International Courts and Tribunals,11,primary,other,Appellate Body,World Trade Organization,n.d.,,https://www.wto.org/english/tratop_e/dispu_e/appellate_body_e.htm,WTO Appellate Body information
international-courts-and-tribunals,International Courts and Tribunals,12,primary,other,About ICSID,ICSID,n.d.,,https://icsid.worldbank.org/about,ICSID institutional role
international-courts-and-tribunals,International Courts and Tribunals,13,primary,treaty,ICSID Convention English,ICSID,1965,,https://icsid.worldbank.org/sites/default/files/ICSID%20Convention%20English.pdf,ICSID Convention text
international-courts-and-tribunals,International Courts and Tribunals,14,primary,case,International Criminal Tribunal for the former Yugoslavia,United Nations,n.d.,,https://www.icty.org/,ICTY institutional archive
international-courts-and-tribunals,International Courts and Tribunals,15,primary,other,About the ICTY,United Nations,n.d.,,https://www.icty.org/en/about,ICTY establishment and mandate
international-courts-and-tribunals,International Courts and Tribunals,16,primary,case,International Tribunals,United Nations Security Council,n.d.,,https://main.un.org/securitycouncil/en/content/repertoire/international-tribunals,Security Council materials on ICTY and ICTR
international-courts-and-tribunals,International Courts and Tribunals,17,primary,case,Residual Special Court for Sierra Leone,Residual Special Court for Sierra Leone,n.d.,,https://rscsl.org/,Hybrid tribunal legacy materials
international-courts-and-tribunals,International Courts and Tribunals,18,primary,case,Legal Consequences arising from Policies and Practices of Israel in the Occupied Palestinian Territory including East Jerusalem,International Court of Justice,2024,,https://www.icj-cij.org/case/186,Palestine advisory opinion materials
international-courts-and-tribunals,International Courts and Tribunals,19,primary,treaty,Application of the Genocide Convention in the Gaza Strip South Africa v Israel,International Court of Justice,2023,,https://www.icj-cij.org/case/192,South Africa v Israel case page
international-courts-and-tribunals,International Courts and Tribunals,2,primary,treaty,Statute of the Court,International Court of Justice,n.d.,,https://www.icj-cij.org/statute,ICJ jurisdiction and advisory opinion provisions
international-courts-and-tribunals,International Courts and Tribunals,3,primary,case,Organs and agencies authorized to request advisory opinions,International Court of Justice,n.d.,,https://www.icj-cij.org/organs-agencies-authorized,Advisory-opinion request authority
international-courts-and-tribunals,International Courts and Tribunals,4,primary,treaty,Rome Statute of the International Criminal Court,International Criminal Court,1998,,https://www.icc-cpi.int/publications/core-legal-texts/rome-statute-international-criminal-court,Core treaty governing ICC
international-courts-and-tribunals,International Courts and Tribunals,5,primary,case,About the Court,International Criminal Court,n.d.,,https://www.icc-cpi.int/about/the-court,ICC role and institutional overview
international-courts-and-tribunals,International Courts and Tribunals,6,primary,case,The Tribunal,International Tribunal for the Law of the Sea,n.d.,,https://www.itlos.org/en/main/the-tribunal/the-tribunal/,ITLOS institutional overview
international-courts-and-tribunals,International Courts and Tribunals,7,primary,case,Jurisdiction,International Tribunal for the Law of the Sea,n.d.,,https://www.itlos.org/en/main/jurisdiction/,ITLOS jurisdiction overview
international-courts-and-tribunals,International Courts and Tribunals,8,primary,treaty,European Convention on Human Rights,European Court of Human Rights,n.d.,,https://www.echr.coe.int/documents/d/echr/convention_ENG,ECHR treaty text and Court role
international-courts-and-tribunals,International Courts and Tribunals,9,primary,case,General presentation,European Court of Human Rights,n.d.,,https://www.echr.coe.int/general-presentation,ECHR institutional overview and educational materials
international-courts-and-tribunals,International Courts and Tribunals,1,secondary,secondary_source,The New Terrain of International Law: Courts Politics Rights,Alter Karen J,2014,Princeton University Press,https://press.princeton.edu/books/paperback/9780691166705/the-new-terrain-of-international-law,Major study of international courts and politics
international-courts-and-tribunals,International Courts and Tribunals,2,secondary,secondary_source,The Oxford Handbook of International Adjudication,Romano Cesare PR Alter Karen J and Shany Yuval eds,2014,Oxford University Press,https://global.oup.com/academic/product/the-oxford-handbook-of-international-adjudication-9780199660681,Comprehensive reference on international adjudication
international-courts-and-tribunals,International Courts and Tribunals,3,secondary,secondary_source,International Law,Cassese Antonio,2005,Oxford University Press,https://global.oup.com/academic/product/international-law-9780199259397,General international law textbook
international-courts-and-tribunals,International Courts and Tribunals,4,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
international-courts-and-tribunals,International Courts and Tribunals,5,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Postcolonial critique relevant to international justice
international-courts-and-tribunals,International Courts and Tribunals,6,secondary,secondary_source,United Nations Audiovisual Library of International Law,United Nations,n.d.,United Nations,https://legal.un.org/avl/,Primary and expert international law resources
