article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
general-principles-of-law,General Principles of Law in International Legal Order,1,primary,treaty,Statute of the International Court of Justice,International Court of Justice,1945,,https://www.icj-cij.org/statute,Article 38 source framework including general principles of law
general-principles-of-law,General Principles of Law in International Legal Order,2,primary,report,General principles of law Analytical Guide,International Law Commission,n.d.,,https://legal.un.org/ilc/guide/1_15.shtml,ILC guide page for general principles of law
general-principles-of-law,General Principles of Law in International Legal Order,3,primary,report,Chapter IV General principles of law,International Law Commission,2023,,https://legal.un.org/ilc/reports/2023/english/chp4.pdf,ILC 2023 first-reading draft conclusions and commentaries
general-principles-of-law,General Principles of Law in International Legal Order,4,primary,report,Report of the International Law Commission Seventy-fourth session,International Law Commission,2023,,https://legal.un.org/ilc/reports/2023/,Report page containing Chapter IV on general principles of law
general-principles-of-law,General Principles of Law in International Legal Order,5,primary,case,Reparation for Injuries Suffered in the Service of the United Nations,International Court of Justice,1949,,https://www.icj-cij.org/case/4,Advisory opinion reasoning from institutional personality and reparation
general-principles-of-law,General Principles of Law in International Legal Order,6,primary,case,Summary of the Advisory Opinion of 11 April 1949,International Court of Justice,1949,,https://www.icj-cij.org/case/4/summaries,Summary of Reparation for Injuries advisory opinion
general-principles-of-law,General Principles of Law in International Legal Order,7,primary,case,Advisory Opinion of 11 April 1949,International Court of Justice,1949,,https://www.icj-cij.org/node/103744,Official ICJ advisory opinion text page
general-principles-of-law,General Principles of Law in International Legal Order,8,primary,treaty,Vienna Convention on the Law of Treaties,United Nations,1969,,https://legal.un.org/ilc/texts/instruments/english/conventions/1_1_1969.pdf,Good faith treaty performance and interpretation
general-principles-of-law,General Principles of Law in International Legal Order,9,primary,report,Draft Articles on Responsibility of States for Internationally Wrongful Acts,International Law Commission,2001,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/9_6_2001.pdf,Responsibility and reparation principles
general-principles-of-law,General Principles of Law in International Legal Order,1,secondary,secondary_source,General Principles of Law as Applied by International Courts and Tribunals,Cheng Bin,2006,Cambridge University Press,https://www.cambridge.org/core/books/general-principles-of-law-as-applied-by-international-courts-and-tribunals/28E7C60CF7E4319681B15739D6B8C3D3,Classic specialist study of general principles
general-principles-of-law,General Principles of Law in International Legal Order,2,secondary,secondary_source,Brownlie's Principles of Public International Law,Crawford James,2019,Oxford University Press,https://global.oup.com/academic/product/brownlies-principles-of-public-international-law-9780198737445,General public international law reference
general-principles-of-law,General Principles of Law in International Legal Order,3,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
general-principles-of-law,General Principles of Law in International Legal Order,4,secondary,secondary_source,From Apology to Utopia,Koskenniemi Martti,2006,Cambridge University Press,https://www.cambridge.org/core/books/from-apology-to-utopia/3EAEEC4803D15CDB6D03BA3F5A679B5B,Classic work on structure of international legal argument
general-principles-of-law,General Principles of Law in International Legal Order,5,secondary,secondary_source,Imperialism Sovereignty and the Making of International Law,Anghie Antony,2004,Cambridge University Press,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,Foundational postcolonial critique of international law
