source_id,source_title,source_type,institution,year,url,notes
1,The Case of the S.S. Lotus,PCIJ case,Permanent Court of International Justice,1927,https://www.icj-cij.org/pcij-series-a,PCIJ Series A case collection
2,The Case of the S.S. Lotus Series A No 10,PCIJ judgment,Permanent Court of International Justice,1927,https://www.icj-cij.org/node/105989,Lotus judgment file
3,Arrest Warrant of 11 April 2000,ICJ case,International Court of Justice,2002,https://www.icj-cij.org/case/121,ICJ case page on foreign criminal jurisdiction and immunity
4,Arrest Warrant of 11 April 2000 Judgments,ICJ judgment,International Court of Justice,2002,https://www.icj-cij.org/case/121/judgments,Judgment page
5,Summary of the Judgment of 14 February 2002,ICJ summary,International Court of Justice,2002,https://www.icj-cij.org/node/103960,Official ICJ summary
6,Charter of the United Nations full text,treaty,United Nations,1945,https://www.un.org/en/about-us/un-charter/full-text,UN Charter provisions relevant to sovereignty and force
7,Declaration on Principles of International Law concerning Friendly Relations and Co-operation among States in accordance with the Charter of the United Nations,declaration,United Nations General Assembly,1970,https://docs.un.org/en/a/res/2625%28xxv%29,Official Friendly Relations Declaration
8,United Nations Convention on the Law of the Sea,treaty,United Nations,1982,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf,UNCLOS full text
9,Overview Convention and Related Agreements,official institutional resource,United Nations Division for Ocean Affairs and the Law of the Sea,n.d.,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,UN overview of UNCLOS
10,UNCLOS Table of Contents,official treaty resource,United Nations,n.d.,https://www.un.org/Depts/los/convention_agreements/texts/unclos/UNCLOS-TOC.htm,UNCLOS table of contents
11,Extra-territorial jurisdiction of States over children and their protection against terrorism and violent extremism,expert analysis,OHCHR,2020,https://www.ohchr.org/Documents/Issues/Terrorism/UNSRsPublicJurisdictionAnalysis2020.pdf,OHCHR analysis on extraterritorial human-rights jurisdiction
12,What is Universal Jurisdiction,explainer,OHCHR Seoul,2022,https://seoul.ohchr.org/sites/default/files/2022-10/09_What%20is%20Universal%20Jurisdiction_formatting_FIN_ENG.pdf,OHCHR explainer on universal jurisdiction
13,International Law Commission Analytical Guide Jurisdictional Immunities,official legal resource,International Law Commission,n.d.,https://legal.un.org/ilc/guide/4_1.shtml,State immunity background
14,Military and Paramilitary Activities in and against Nicaragua,ICJ case,International Court of Justice,1986,https://www.icj-cij.org/case/70,Non-intervention and coercion case relevant to enforcement and sovereignty
