file,url
docs/wordpress_article_html.html,https://github.com/Content-Catalyst-LLC/international-law-research/tree/main/articles/international-law/economic-social-cultural-rights-in-international-law
docs/wordpress_article_html.html,https://global.oup.com/academic/product/constituting-economic-and-social-rights-9780199641932
docs/wordpress_article_html.html,https://global.oup.com/academic/product/human-rights-transformed-9780199272761
docs/wordpress_article_html.html,https://global.oup.com/academic/product/international-human-rights-9780199578726
docs/wordpress_article_html.html,https://global.oup.com/academic/product/the-international-covenant-on-economic-social-and-cultural-rights-9780198258742
docs/wordpress_article_html.html,https://intersentia.com/en/core-obligations.html
docs/wordpress_article_html.html,https://intersentia.com/en/the-nature-of-the-obligations-under-the-international-covenant-on-economic-social-and-cultural-rights.html
docs/wordpress_article_html.html,https://sustainablecatalyst.com/wp-content/uploads/2026/06/economic-social-cultural-rights-in-international-law.png
docs/wordpress_article_html.html,https://treaties.un.org/pages/ViewDetails.aspx?chapter=4&amp;mtdsg_no=IV-3&amp;src=TREATY
docs/wordpress_article_html.html,https://treaties.un.org/pages/ViewDetails.aspx?chapter=4&amp;mtdsg_no=IV-3-a&amp;src=TREATY
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/future-of-economic-and-social-rights/5BF2718A50AE802E87ED4CC110B3C2ED
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/global-justice-state-duties/1D7B7C9E9956EBE0B56F1A11B7AB1CFD
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/social-rights-jurisprudence/95948E4B6E93E5CF80D2F78EAF0C656D
docs/wordpress_article_html.html,https://www.cambridge.org/highereducation/books/international-human-rights-law/5E21F608191DB3356E073337D9F37D83
docs/wordpress_article_html.html,https://www.hup.harvard.edu/books/9780674241398
docs/wordpress_article_html.html,https://www.ilo.org/declaration/lang--en/index.htm
docs/wordpress_article_html.html,https://www.jstor.org/stable/762295
docs/wordpress_article_html.html,https://www.ohchr.org/en/documents/general-comments-and-recommendations/committee-economic-social-and-cultural-rights
docs/wordpress_article_html.html,https://www.ohchr.org/en/human-rights/economic-social-cultural-rights
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-elimination-all-forms-discrimination-against-women
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-rights-child
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-rights-persons-disabilities
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/declaration-right-development
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-convention-elimination-all-forms-racial
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-economic-social-and-cultural-rights
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/optional-protocol-international-covenant-economic-social-and
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-cultural-rights
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-education
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-food
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-health
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-housing
docs/wordpress_article_html.html,https://www.ohchr.org/en/special-procedures/sr-poverty
docs/wordpress_article_html.html,https://www.ohchr.org/en/treaty-bodies/cescr
docs/wordpress_article_html.html,https://www.ohchr.org/en/treaty-bodies/cescr/general-comments
docs/wordpress_article_html.html,https://www.ohchr.org/sites/default/files/Documents/Publications/FactSheet33en.pdf
docs/wordpress_article_html.html,https://www.refworld.org/legal/general/cescr/1990/129827
docs/wordpress_article_html.html,https://www.routledge.com/Vindicating-Socio-Economic-Rights-International-Standards-and-Comparative-Experiences/OConnell/p/book/9780415811422
docs/wordpress_article_html.html,https://www.un.org/en/about-us/universal-declaration-of-human-rights
docs/wordpress_article_html.html,https://www.unesco.org/en/legal-affairs/convention-against-discrimination-education
data/further_reading.csv,"https://brill.com/display/title/10799,Classic"
data/further_reading.csv,"https://global.oup.com/academic/product/international-human-rights-9780199578726,Comprehensive"
data/further_reading.csv,"https://global.oup.com/academic/product/the-international-covenant-on-economic-social-and-cultural-rights-9780198258742,Specialized"
data/further_reading.csv,"https://intersentia.com/en/the-nature-of-the-obligations-under-the-international-covenant-on-economic-social-and-cultural-rights.html,Detailed"
data/further_reading.csv,"https://www.cambridge.org/core/books/social-rights-jurisprudence/50723267D8907060387AE974EB9B3C35,Major"
data/further_reading.csv,"https://www.cambridge.org/core/journals/american-journal-of-international-law/article/abs/justiciability-of-economic-social-and-cultural-rights-should-there-be-an-international-complaints-mechanism-to-adjudicate-the-rights-to-food-water-housing-and-health/0AB6428DB75C659134E15394D8D2F454,Important"
data/further_reading.csv,"https://www.cambridge.org/highereducation/books/international-human-rights-law/4D888FD81D9BA9E12C4ACB0A37C6754D,Broad"
data/further_reading.csv,"https://www.ohchr.org/en/publications/fact-sheets/fact-sheet-no-33-frequently-asked-questions-economic-social-and-cultural-rights,Accessible"
data/primary_authorities.csv,https://www.ohchr.org/en/instruments-mechanisms/instruments/declaration-right-development
data/primary_authorities.csv,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-economic-social-and-cultural-rights
data/primary_authorities.csv,"https://www.ohchr.org/en/instruments-mechanisms/instruments/optional-protocol-international-covenant-economic-social-and-cultural,Creates"
data/primary_authorities.csv,"https://www.ohchr.org/en/treaty-bodies/cescr,Treaty"
data/primary_authorities.csv,"https://www.refworld.org/legal/general/cescr/1990/en/5613,Authoritative"
data/primary_authorities.csv,"https://www.refworld.org/legal/general/cescr/1999/en/37937,Key"
data/primary_authorities.csv,"https://www.refworld.org/legal/general/cescr/1999/en/87491,Key"
data/primary_authorities.csv,"https://www.refworld.org/legal/general/cescr/2000/en/36991,Key"
data/primary_authorities.csv,"https://www.refworld.org/legal/general/cescr/2003/en/39347,Key"
data/primary_authorities.csv,"https://www.un.org/en/about-us/un-charter/full-text,Foundational"
data/primary_authorities.csv,https://www.un.org/en/about-us/universal-declaration-of-human-rights
