file,url
data/further_reading.csv,https://global.oup.com/academic/product/fully-human-9780190638277
data/further_reading.csv,"https://intersentia.com/en/nationality-matters.html,Foundational"
data/further_reading.csv,https://www.cambridge.org/core/books/nationality-and-statelessness-under-international-law/6C62F3228A58909BC0AE6C728C81A47E
data/further_reading.csv,https://www.e-elgar.com/shop/gbp/statelessness-and-citizenship-9781849800672.html
data/further_reading.csv,"https://www.refworld.org/policy/opguidance/unhcr/2021/en/123548,Practical"
data/primary_authorities.csv,"https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-elimination-all-forms-discrimination-against-women,Article"
data/primary_authorities.csv,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-reduction-statelessness
data/primary_authorities.csv,"https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-relating-status-stateless-persons,Defines"
data/primary_authorities.csv,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-rights-child
data/primary_authorities.csv,"https://www.ohchr.org/en/instruments-mechanisms/instruments/international-convention-elimination-all-forms-racial,Important"
data/primary_authorities.csv,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-civil-and-political-rights
data/primary_authorities.csv,"https://www.un.org/en/about-us/universal-declaration-of-human-rights,Article"
data/primary_authorities.csv,"https://www.unhcr.org/ibelong/global-action-plan/,Current"
data/primary_authorities.csv,https://www.unhcr.org/media/handbook-protection-stateless-persons
data/primary_authorities.csv,"https://www.unhcr.org/us/what-we-do/protect-human-rights/ending-statelessness/un-conventions-statelessness,UNHCR"
docs/wordpress_article_html.html,https://github.com/Content-Catalyst-LLC/international-law-research/tree/main/articles/international-law/statelessness-nationality-international-protection
docs/wordpress_article_html.html,https://global.oup.com/academic/product/international-refugee-law-and-the-protection-of-stateless-persons-9780198796015
docs/wordpress_article_html.html,https://index.statelessness.eu/
docs/wordpress_article_html.html,https://intersentia.com/en/nationality-matters.html
docs/wordpress_article_html.html,https://legal.un.org/ilc/texts/instruments/english/conventions/6_1_1961.pdf
docs/wordpress_article_html.html,https://search.worldcat.org/title/3815547
docs/wordpress_article_html.html,https://statelessnessandcitizenshipreview.com/
docs/wordpress_article_html.html,https://sustainablecatalyst.com/wp-content/uploads/2026/06/statelessness-nationality-international-protection.png
docs/wordpress_article_html.html,https://treaties.un.org/pages/ViewDetails.aspx?chapter=5&amp;mtdsg_no=V-4&amp;src=TREATY
docs/wordpress_article_html.html,https://www.cambridge.org/core/books/nationality-and-statelessness-under-international-law/B7788E39DBDF367CF4028AE08E22E3B7
docs/wordpress_article_html.html,https://www.e-elgar.com/shop/gbp/statelessness-and-citizenship-9781849800679.html
docs/wordpress_article_html.html,https://www.institutesi.org/resources/solving-statelessness
docs/wordpress_article_html.html,https://www.institutesi.org/resources/worlds-stateless-2020
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-elimination-all-forms-discrimination-against-women
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-relating-status-stateless-persons
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-rights-child
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-convention-elimination-all-forms-racial
docs/wordpress_article_html.html,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-civil-and-political-rights
docs/wordpress_article_html.html,https://www.ohchr.org/en/nationality-and-statelessness
docs/wordpress_article_html.html,https://www.ohchr.org/en/nationality-and-statelessness/international-standards-relating-nationality-and-statelessness
docs/wordpress_article_html.html,https://www.refworld.org/policy/legalguidance/unhcr/2014/en/12245
docs/wordpress_article_html.html,https://www.refworld.org/policy/strategy/unhcr/2024/en/148761
docs/wordpress_article_html.html,https://www.un.org/en/about-us/universal-declaration-of-human-rights
docs/wordpress_article_html.html,https://www.unhcr.org/media/nationality-and-statelessness-handbook-parliamentarians-no-22
docs/wordpress_article_html.html,https://www.unhcr.org/us/media/global-action-plan-end-statelessness-2014-2024
outputs/link_inventory.csv,https://github.com/Content-Catalyst-LLC/international-law-research/tree/main/articles/international-law/statelessness-nationality-international-protection
outputs/link_inventory.csv,https://global.oup.com/academic/product/fully-human-9780190638277
outputs/link_inventory.csv,https://global.oup.com/academic/product/international-refugee-law-and-the-protection-of-stateless-persons-9780198796015
